Claim Amount,Coverage,Education,Employment Status,Income,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Claim Reason,Sales Channel,Fraudulent
1543,Extended,Bachelor,Employed,33879,Married,98,16,82,Collision,Branch,0
563,Basic,High School,Employed,72874,Married,70,26,31,Scratch or Dent,Branch,0
1813,Extended,High School,Unemployed,0,Single,82,29,23,Scratch or Dent,CallCenter,1
809,Premium,Bachelor,Unemployed,0,Married,110,9,23,Collision,Web,0
1845,Basic,College,Employed,72215,Married,66,22,23,Hail,Web,0
522,Basic,Bachelor,Employed,39854,Divorced,66,6,4,Hail,Web,0
484,Basic,College,Employed,36655,Married,61,15,81,Collision,Web,0
560,Extended,High School,Employed,37995,Married,139,16,50,Collision,Branch,0
892,Premium,High School,Employed,40867,Married,112,21,98,Collision,Branch,0
600,Extended,Bachelor,Medical Leave,28804,Married,78,6,84,Collision,Web,0
3850,Extended,High School,Employed,48409,Single,124,13,60,Collision,Agent,0
838,Basic,High School,Retired,19683,Married,117,17,41,Collision,Web,0
1337,Premium,High School,Employed,88706,Married,110,14,72,Scratch or Dent,Branch,0
897,Basic,Bachelor,Employed,89689,Divorced,74,14,4,Collision,Branch,0
541,Basic,High School,Employed,67241,Married,68,22,6,Hail,CallCenter,0
935,Extended,High School,Employed,75436,Married,78,10,20,Hail,Agent,0
434,Basic,College,Employed,91761,Married,109,33,20,Scratch or Dent,Branch,0
1772,Extended,College,Employed,25771,Married,222,21,58,Collision,Branch,0
751,Basic,College,Employed,60920,Single,64,10,61,Hail,Agent,0
803,Premium,High School,Employed,96869,Single,101,25,97,Hail,Agent,1
283,Extended,College,Retired,17752,Married,77,26,87,Scratch or Dent,Agent,0
1008,Extended,College,Employed,60944,Married,130,10,38,Hail,Web,0
650,Extended,High School,Disabled,22081,Married,84,1,9,Collision,Agent,0
333,Extended,College,Employed,73695,Married,84,28,84,Scratch or Dent,CallCenter,0
462,Extended,College,Unemployed,0,Single,130,11,0,Scratch or Dent,Agent,0
247,Basic,High School,Employed,95697,Married,61,16,55,Hail,Agent,0
649,Extended,College,Medical Leave,15300,Married,85,17,16,Scratch or Dent,CallCenter,0
966,Extended,High School,Unemployed,0,Married,131,34,61,Collision,Agent,0
490,Extended,College,Retired,12902,Divorced,139,3,51,Collision,Agent,0
480,Basic,High School,Employed,29809,Married,61,13,17,Hail,CallCenter,0
796,Basic,High School,Unemployed,0,Married,74,17,27,Hail,Web,1
694,Extended,High School,Unemployed,0,Married,96,21,18,Hail,CallCenter,0
838,Basic,Bachelor,Employed,25998,Married,71,16,38,Hail,CallCenter,0
354,Extended,Doctor,Employed,28248,Single,90,25,89,Hail,Branch,0
324,Extended,College,Employed,68103,Divorced,82,28,91,Hail,Branch,0
761,Premium,High School,Unemployed,0,Single,103,33,54,Collision,Agent,0
451,Basic,Doctor,Employed,81079,Married,111,11,5,Hail,Web,0
245,Basic,Master,Disabled,22732,Married,62,31,35,Scratch or Dent,Branch,0
1648,Basic,High School,Employed,49825,Married,70,14,27,Scratch or Dent,Agent,0
355,Basic,College,Unemployed,0,Single,103,11,92,Scratch or Dent,Branch,1
428,Basic,High School,Employed,77265,Married,107,23,9,Hail,CallCenter,0
478,Basic,High School,Unemployed,0,Single,72,20,41,Scratch or Dent,Web,1
757,Premium,College,Disabled,12876,Married,107,8,90,Collision,CallCenter,0
1176,Extended,Bachelor,Employed,36431,Married,99,27,59,Collision,Agent,0
393,Basic,High School,Employed,25927,Single,103,6,20,Hail,Web,1
570,Basic,Bachelor,Employed,26811,Married,72,22,82,Other,Agent,0
350,Extended,High School,Employed,41711,Single,90,3,89,Collision,Agent,0
577,Basic,College,Employed,35091,Divorced,74,27,19,Collision,Branch,0
636,Extended,Bachelor,Unemployed,0,Married,87,17,33,Other,Agent,0
650,Extended,High School,Disabled,22081,Married,84,1,9,Collision,Agent,0
683,Extended,Bachelor,Unemployed,0,Married,93,7,90,Collision,Agent,0
579,Basic,College,Employed,31320,Married,72,30,95,Collision,Branch,0
562,Premium,High School,Unemployed,0,Married,153,25,5,Hail,Web,1
260,Basic,Doctor,Employed,33947,Married,66,10,48,Hail,Web,0
673,Basic,High School,Unemployed,0,Single,62,10,31,Hail,Agent,1
1832,Basic,College,Employed,21189,Divorced,66,4,2,Scratch or Dent,Agent,0
910,Premium,Doctor,Employed,73759,Married,114,2,25,Collision,Agent,0
400,Basic,High School,Unemployed,0,Single,114,3,93,Scratch or Dent,CallCenter,1
862,Premium,Bachelor,Employed,44988,Married,108,30,57,Collision,Web,0
1039,Extended,College,Employed,33432,Single,90,28,43,Collision,Agent,0
843,Extended,Bachelor,Employed,46503,Divorced,215,4,21,Collision,Agent,0
701,Basic,Bachelor,Unemployed,0,Single,101,12,12,Hail,Branch,0
518,Basic,Master,Employed,23636,Married,65,19,10,Hail,CallCenter,0
539,Extended,College,Employed,66429,Married,136,35,93,Hail,Agent,0
407,Basic,High School,Employed,28466,Married,102,33,91,Scratch or Dent,Agent,0
443,Basic,Bachelor,Employed,58082,Married,112,31,66,Collision,CallCenter,0
1401,Basic,Bachelor,Employed,36523,Married,71,28,67,Hail,Web,0
1235,Premium,Bachelor,Employed,54710,Married,103,13,46,Scratch or Dent,Branch,0
816,Basic,High School,Employed,73466,Married,102,2,71,Scratch or Dent,CallCenter,0
1101,Premium,Bachelor,Employed,51643,Single,283,16,43,Hail,Agent,0
872,Basic,College,Employed,83846,Married,74,22,94,Hail,Agent,0
592,Premium,High School,Unemployed,0,Single,169,31,77,Other,Agent,1
250,Basic,Bachelor,Employed,53338,Married,63,24,35,Other,Agent,0
1268,Extended,High School,Employed,75203,Single,80,0,13,Collision,CallCenter,0
433,Premium,College,Employed,60475,Married,107,9,18,Hail,Branch,0
1049,Extended,College,Employed,30658,Married,89,6,67,Hail,Branch,0
357,Basic,Bachelor,Unemployed,0,Married,102,28,11,Hail,Agent,0
1990,Extended,Bachelor,Employed,60420,Married,248,8,74,Hail,Web,0
2142,Basic,Bachelor,Unemployed,0,Married,65,9,31,Hail,Agent,0
558,Basic,Master,Employed,62739,Divorced,70,29,80,Hail,CallCenter,0
352,Extended,Doctor,Medical Leave,15144,Married,90,2,71,Scratch or Dent,Agent,0
1204,Basic,Bachelor,Employed,44428,Single,104,17,61,Collision,CallCenter,0
361,Extended,College,Employed,58297,Married,97,19,94,Collision,Agent,0
1773,Basic,Bachelor,Employed,42191,Married,74,2,43,Collision,CallCenter,0
851,Basic,Master,Disabled,26057,Divorced,74,3,63,Collision,CallCenter,0
587,Basic,Bachelor,Employed,26608,Married,73,12,14,Scratch or Dent,Agent,0
483,Basic,Doctor,Unemployed,0,Married,63,8,27,Scratch or Dent,Branch,0
539,Extended,College,Employed,66429,Married,136,35,93,Hail,Agent,0
778,Basic,Bachelor,Disabled,25970,Married,72,18,30,Other,Branch,0
2635,Extended,High School,Employed,48268,Divorced,223,28,26,Collision,Web,0
1487,Extended,High School,Employed,24279,Married,126,16,97,Hail,Branch,0
832,Extended,High School,Unemployed,0,Single,121,11,92,Hail,Branch,0
924,Extended,High School,Unemployed,0,Single,128,30,26,Collision,Agent,0
2269,Basic,High School,Employed,71879,Single,64,1,64,Hail,Web,1
624,Extended,Doctor,Employed,57760,Single,78,9,67,Hail,CallCenter,0
501,Extended,College,Employed,20976,Married,129,20,86,Collision,Agent,0
818,Basic,Bachelor,Employed,67137,Married,111,0,49,Hail,Agent,0
258,Basic,High School,Employed,50148,Married,65,0,45,Hail,Web,0
312,Extended,College,Employed,23008,Married,79,29,49,Hail,CallCenter,0
294,Extended,College,Unemployed,0,Single,82,12,67,Scratch or Dent,Agent,0
688,Extended,High School,Employed,84869,Married,85,5,65,Hail,Web,0
222,Basic,College,Unemployed,0,Single,66,21,67,Collision,Agent,0
430,Premium,Bachelor,Employed,86860,Married,107,13,29,Hail,CallCenter,0
2152,Extended,High School,Employed,44695,Married,79,14,51,Collision,CallCenter,0
276,Extended,High School,Unemployed,0,Single,77,35,38,Collision,Branch,0
2256,Basic,High School,Employed,23046,Married,65,18,7,Other,Branch,0
529,Basic,High School,Unemployed,0,Married,73,1,44,Hail,Branch,0
3506,Basic,High School,Employed,84811,Single,111,27,38,Hail,Branch,1
591,Extended,Bachelor,Unemployed,0,Single,91,13,89,Scratch or Dent,CallCenter,1
259,Basic,Master,Unemployed,0,Married,69,29,35,Other,Branch,0
1269,Premium,High School,Employed,40117,Married,108,6,55,Scratch or Dent,Agent,0
331,Extended,Bachelor,Employed,72140,Divorced,87,22,66,Scratch or Dent,Agent,0
475,Extended,College,Unemployed,0,Single,136,5,46,Collision,CallCenter,0
241,Basic,College,Disabled,12495,Divorced,65,32,62,Collision,CallCenter,0
216,Basic,High School,Unemployed,0,Single,67,33,75,Hail,CallCenter,1
553,Basic,Bachelor,Unemployed,0,Married,72,4,72,Scratch or Dent,Branch,0
1063,Extended,Doctor,Employed,36495,Married,133,14,97,Hail,Agent,0
1182,Extended,Bachelor,Employed,86801,Married,98,5,20,Other,Branch,0
496,Basic,College,Employed,52679,Married,62,21,3,Hail,Agent,0
912,Basic,Master,Employed,90804,Married,113,29,67,Hail,CallCenter,0
531,Basic,College,Medical Leave,22404,Married,70,0,62,Collision,Agent,0
346,Extended,College,Disabled,14262,Married,90,27,9,Collision,Agent,0
287,Basic,Bachelor,Employed,36844,Married,73,10,11,Hail,Agent,0
993,Extended,College,Employed,58703,Married,127,32,26,Scratch or Dent,Agent,0
348,Extended,High School,Employed,65162,Married,86,11,59,Hail,CallCenter,0
399,Extended,College,Employed,54964,Married,99,13,53,Collision,Agent,0
551,Basic,Bachelor,Employed,61401,Married,69,8,77,Collision,CallCenter,0
360,Basic,High School,Retired,25147,Single,101,7,54,Collision,Agent,0
542,Basic,Master,Employed,73536,Married,67,29,27,Hail,Branch,0
581,Basic,High School,Employed,24860,Married,73,2,35,Other,Web,0
394,Extended,Bachelor,Employed,65404,Married,99,16,79,Hail,Branch,0
313,Extended,High School,Employed,34510,Divorced,81,0,54,Hail,Agent,0
353,Premium,Bachelor,Unemployed,0,Single,108,7,55,Collision,Agent,0
503,Basic,Bachelor,Employed,40113,Divorced,67,2,43,Collision,Branch,0
477,Extended,High School,Retired,20993,Divorced,133,35,90,Hail,Agent,0
220,Basic,Bachelor,Unemployed,0,Married,61,2,34,Collision,CallCenter,0
872,Basic,College,Employed,83846,Married,74,22,94,Hail,Agent,0
1037,Extended,College,Employed,62587,Married,86,30,47,Hail,Branch,0
725,Basic,Bachelor,Unemployed,0,Single,69,17,10,Other,CallCenter,1
431,Basic,High School,Employed,73345,Married,107,7,62,Other,Agent,0
304,Extended,High School,Unemployed,0,Single,83,30,44,Collision,Agent,0
1916,Extended,Master,Employed,22705,Divorced,239,19,59,Hail,Agent,0
539,Extended,College,Employed,21440,Married,135,7,19,Scratch or Dent,Agent,0
529,Basic,Bachelor,Employed,22627,Married,67,19,43,Hail,Agent,0
802,Basic,Master,Employed,38702,Married,101,7,32,Collision,Web,0
281,Basic,Bachelor,Employed,26790,Married,71,4,41,Hail,Agent,0
774,Extended,Bachelor,Employed,64859,Married,96,24,11,Scratch or Dent,CallCenter,0
218,Basic,College,Unemployed,0,Single,61,31,15,Collision,Web,1
328,Extended,High School,Employed,69263,Married,81,8,12,Scratch or Dent,Agent,0
265,Basic,Bachelor,Employed,82655,Married,66,8,93,Hail,Web,0
505,Basic,High School,Employed,29401,Single,65,30,56,Collision,Branch,0
552,Extended,Bachelor,Unemployed,0,Divorced,79,5,62,Hail,Web,0
486,Basic,College,Employed,26480,Divorced,63,13,17,Hail,CallCenter,0
214,Basic,High School,Unemployed,0,Single,61,34,35,Hail,Agent,1
604,Extended,Bachelor,Unemployed,0,Single,83,12,21,Other,Web,0
339,Extended,High School,Employed,73268,Married,84,18,18,Scratch or Dent,Agent,0
1086,Basic,Doctor,Employed,95579,Single,67,19,78,Collision,Agent,0
884,Basic,Master,Employed,42142,Single,112,1,8,Other,Branch,0
439,Basic,Bachelor,Employed,26676,Married,112,7,96,Hail,Agent,0
3076,Basic,Bachelor,Employed,41279,Single,115,1,30,Scratch or Dent,Agent,0
2073,Premium,Bachelor,Disabled,15529,Married,273,1,64,Scratch or Dent,Branch,0
859,Extended,Bachelor,Unemployed,0,Single,128,4,24,Collision,Branch,0
265,Basic,College,Disabled,23170,Divorced,71,21,67,Collision,CallCenter,0
461,Basic,Bachelor,Disabled,17343,Single,63,9,92,Hail,Branch,0
486,Basic,College,Medical Leave,25854,Single,68,24,37,Collision,Branch,0
258,Basic,College,Employed,46900,Married,66,13,59,Hail,Web,0
865,Basic,High School,Employed,64125,Married,108,3,44,Hail,Branch,0
841,Basic,High School,Employed,85355,Married,71,34,47,Hail,CallCenter,0
310,Extended,College,Employed,21604,Divorced,79,14,28,Collision,Branch,0
2941,Basic,High School,Unemployed,0,Divorced,107,0,62,Scratch or Dent,Agent,1
590,Extended,Bachelor,Employed,53998,Divorced,78,5,38,Collision,CallCenter,0
1750,Basic,College,Unemployed,0,Divorced,73,9,94,Collision,Agent,0
322,Extended,High School,Employed,68776,Married,80,28,78,Scratch or Dent,CallCenter,0
2321,Extended,High School,Employed,45039,Married,96,27,94,Collision,Agent,0
803,Basic,Master,Employed,27658,Married,68,4,75,Scratch or Dent,CallCenter,0
1392,Premium,High School,Employed,64113,Divorced,117,24,32,Collision,Agent,0
897,Extended,High School,Employed,41829,Married,76,11,41,Hail,CallCenter,0
1198,Basic,Master,Retired,21514,Married,62,0,59,Collision,Agent,0
553,Basic,Master,Employed,27722,Divorced,69,3,29,Scratch or Dent,CallCenter,0
1166,Premium,College,Employed,21506,Divorced,151,11,42,Hail,Agent,0
289,Extended,High School,Retired,10312,Married,78,10,63,Hail,Agent,0
1274,Basic,Bachelor,Employed,73054,Married,106,34,36,Collision,Branch,0
540,Basic,Bachelor,Employed,73775,Divorced,67,14,51,Hail,Agent,0
729,Basic,High School,Employed,44788,Married,61,6,48,Hail,Agent,0
1765,Extended,High School,Medical Leave,22510,Single,95,19,48,Collision,Web,0
1703,Extended,Master,Employed,54613,Divorced,213,29,62,Collision,CallCenter,0
249,Basic,High School,Medical Leave,25965,Divorced,65,23,27,Collision,Agent,0
404,Basic,College,Employed,34911,Divorced,105,6,31,Other,Agent,0
262,Basic,Bachelor,Employed,78618,Divorced,66,7,56,Collision,Agent,0
505,Basic,High School,Employed,61080,Single,66,7,41,Collision,CallCenter,0
498,Basic,Master,Employed,60415,Divorced,62,10,31,Hail,Branch,0
253,Basic,Master,Medical Leave,25143,Divorced,66,34,38,Collision,Branch,0
740,Basic,College,Employed,41045,Single,64,9,28,Hail,Branch,0
383,Extended,College,Employed,97729,Married,95,18,21,Hail,Web,0
496,Basic,High School,Employed,55702,Married,61,13,55,Collision,Agent,0
386,Extended,College,Employed,93272,Married,95,3,54,Hail,Branch,0
2266,Basic,Bachelor,Retired,23665,Married,67,19,50,Collision,Branch,0
1041,Basic,High School,Retired,20228,Divorced,101,3,43,Collision,Branch,0
483,Basic,College,Employed,38713,Divorced,66,31,69,Hail,CallCenter,0
826,Basic,Bachelor,Disabled,23815,Married,73,4,47,Hail,CallCenter,0
305,Extended,High School,Unemployed,0,Divorced,93,15,31,Collision,Branch,0
401,Extended,High School,Employed,47221,Married,99,8,79,Collision,Agent,0
1336,Basic,Bachelor,Employed,34495,Married,113,27,29,Scratch or Dent,Branch,0
236,Basic,College,Employed,46264,Single,62,17,75,Other,Branch,0
249,Basic,College,Employed,46051,Married,63,16,34,Scratch or Dent,Branch,0
476,Extended,Bachelor,Retired,23975,Married,128,8,39,Collision,Agent,0
1386,Basic,College,Unemployed,0,Single,74,4,12,Collision,Agent,0
302,Basic,College,Employed,78561,Married,74,7,50,Collision,Branch,0
629,Extended,High School,Unemployed,0,Single,90,4,63,Collision,Agent,0
251,Basic,High School,Employed,61402,Married,63,14,56,Collision,Agent,0
283,Basic,Bachelor,Employed,65090,Married,71,28,3,Scratch or Dent,Agent,0
437,Premium,Master,Employed,88495,Married,108,2,83,Collision,Branch,0
1217,Basic,Bachelor,Employed,52797,Married,104,14,13,Collision,Agent,0
353,Extended,Doctor,Employed,31278,Married,92,24,95,Collision,Branch,0
1044,Extended,Bachelor,Medical Leave,24177,Married,92,4,37,Collision,Agent,0
275,Basic,High School,Employed,96339,Married,68,1,44,Hail,Branch,0
918,Premium,Bachelor,Employed,68164,Single,119,27,37,Collision,Agent,0
498,Basic,High School,Unemployed,0,Single,71,17,57,Hail,Agent,1
259,Basic,Bachelor,Disabled,21603,Married,68,11,46,Other,Branch,0
945,Basic,College,Unemployed,0,Married,63,11,20,Collision,Branch,0
457,Basic,College,Unemployed,0,Single,70,5,33,Collision,Branch,0
257,Basic,Master,Employed,34990,Single,65,23,73,Hail,Web,1
879,Basic,Master,Employed,22849,Married,109,5,75,Collision,CallCenter,0
251,Basic,Doctor,Employed,32893,Married,63,13,14,Scratch or Dent,Agent,0
252,Basic,College,Unemployed,0,Single,73,24,15,Hail,Branch,0
754,Basic,College,Unemployed,0,Single,111,7,25,Scratch or Dent,Branch,1
601,Extended,High School,Employed,26876,Single,76,17,72,Collision,Agent,0
2100,Basic,Bachelor,Employed,71663,Married,74,23,22,Hail,Web,0
235,Basic,College,Unemployed,0,Single,69,1,56,Collision,Agent,0
878,Basic,High School,Disabled,16994,Married,112,25,12,Collision,CallCenter,0
453,Basic,Bachelor,Employed,64270,Single,117,12,58,Hail,Agent,0
603,Extended,High School,Unemployed,0,Single,83,4,3,Hail,CallCenter,1
531,Premium,Doctor,Unemployed,0,Single,145,29,70,Hail,Web,1
267,Basic,College,Employed,56342,Single,69,12,89,Hail,CallCenter,0
493,Basic,High School,Unemployed,0,Single,70,25,21,Other,CallCenter,1
1413,Basic,High School,Employed,28327,Single,185,29,26,Other,Web,1
247,Basic,High School,Employed,95697,Married,61,16,55,Hail,Agent,0
601,Extended,High School,Employed,26876,Single,76,17,72,Collision,Agent,0
1408,Premium,College,Unemployed,0,Single,102,17,91,Collision,Agent,0
1912,Basic,Bachelor,Unemployed,0,Single,61,31,43,Collision,Branch,0
663,Extended,College,Employed,32918,Married,84,33,69,Scratch or Dent,Agent,0
743,Basic,High School,Unemployed,0,Single,71,4,76,Hail,Web,1
293,Basic,High School,Employed,63127,Married,74,35,17,Other,Agent,0
4661,Extended,College,Employed,22022,Single,136,35,1,Hail,Branch,0
1652,Extended,High School,Employed,51725,Married,138,9,16,Collision,Agent,0
861,Basic,Bachelor,Employed,79090,Married,107,2,74,Hail,Branch,0
1021,Extended,College,Employed,39719,Divorced,131,1,57,Collision,Agent,0
1005,Extended,College,Employed,58194,Married,84,26,23,Hail,Web,0
575,Basic,College,Employed,61990,Married,72,21,47,Collision,Agent,0
375,Extended,College,Employed,41479,Married,94,14,38,Hail,CallCenter,0
749,Extended,Bachelor,Employed,97899,Divorced,95,29,73,Collision,Branch,0
912,Basic,College,Employed,63878,Married,113,32,47,Scratch or Dent,CallCenter,0
568,Basic,High School,Employed,68671,Married,70,30,49,Hail,CallCenter,0
752,Basic,Bachelor,Unemployed,0,Single,102,19,13,Collision,Agent,0
453,Basic,College,Employed,34640,Married,117,23,54,Collision,CallCenter,0
269,Basic,Bachelor,Retired,21959,Married,71,0,69,Other,Web,0
807,Basic,Bachelor,Employed,51584,Divorced,69,11,98,Collision,Branch,0
248,Basic,Bachelor,Employed,65744,Divorced,62,9,77,Hail,CallCenter,0
911,Basic,Bachelor,Disabled,25198,Married,118,26,36,Scratch or Dent,CallCenter,0
277,Basic,Master,Employed,79663,Divorced,69,14,39,Scratch or Dent,Branch,0
431,Basic,Bachelor,Employed,31071,Single,111,0,57,Hail,CallCenter,0
510,Extended,Bachelor,Employed,39452,Divorced,131,6,54,Collision,Web,0
478,Basic,Bachelor,Employed,25813,Divorced,61,16,97,Scratch or Dent,Agent,0
1054,Extended,Doctor,Employed,59965,Married,131,7,54,Collision,Branch,0
218,Basic,High School,Unemployed,0,Single,63,23,90,Scratch or Dent,Branch,1
761,Extended,College,Employed,98701,Married,94,22,66,Collision,Branch,0
851,Extended,College,Unemployed,0,Single,121,5,94,Hail,Branch,0
1617,Basic,College,Employed,64388,Single,68,9,46,Hail,Branch,0
243,Basic,College,Employed,66841,Divorced,62,4,73,Other,CallCenter,0
290,Basic,High School,Employed,33738,Divorced,74,6,50,Hail,Agent,0
363,Extended,Bachelor,Employed,43334,Married,95,3,72,Other,CallCenter,0
346,Extended,College,Unemployed,0,Married,91,13,89,Scratch or Dent,Web,0
339,Extended,College,Employed,83431,Married,84,13,33,Hail,Web,0
